samplename	GSM	BioSample	SRX	species	FBsp	dev_stage	tissue	sex	rep	plate	row	col
w1118_AC_m_r2	GSM2647306	SAMN07188371	SRX2878015	Drosophila melanogaster	FBsp00000001	adult	abdomen without digestive or reproductive system	male	2	1	D	3
w1118_AC_m_r3	GSM2647307	SAMN07188370	SRX2878016	Drosophila melanogaster	FBsp00000001	adult	abdomen without digestive or reproductive system	male	3	1	D	4
w1118_DG_f_r1	GSM2647308	SAMN07188446	SRX2878017	Drosophila melanogaster	FBsp00000001	adult	digestive plus excretory system	female	1	1	H	6
w1118_DG_f_r2	GSM2647309	SAMN07188445	SRX2878018	Drosophila melanogaster	FBsp00000001	adult	digestive plus excretory system	female	2	1	H	7
w1118_DG_f_r3	GSM2647310	SAMN07188444	SRX2878019	Drosophila melanogaster	FBsp00000001	adult	digestive plus excretory system	female	3	1	H	8
w1118_DG_m_r1	GSM2647311	SAMN07188443	SRX2878020	Drosophila melanogaster	FBsp00000001	adult	digestive plus excretory system	male	1	1	H	1
w1118_DG_m_r2	GSM2647312	SAMN07188442	SRX2878021	Drosophila melanogaster	FBsp00000001	adult	digestive plus excretory system	male	2	1	H	2
w1118_DG_m_r3	GSM2647313	SAMN07188441	SRX2878022	Drosophila melanogaster	FBsp00000001	adult	digestive plus excretory system	male	3	1	H	3
w1118_GE_f_r1	GSM2647314	SAMN07188440	SRX2878023	Drosophila melanogaster	FBsp00000001	adult	genitalia	female	1	1	G	5
w1118_GE_f_r2	GSM2647315	SAMN07188439	SRX2878024	Drosophila melanogaster	FBsp00000001	adult	genitalia	female	2	1	G	6
w1118_GE_f_r3	GSM2647316	SAMN07188438	SRX2878025	Drosophila melanogaster	FBsp00000001	adult	genitalia	female	3	1	G	8
w1118_GE_m_r1	GSM2647317	SAMN07188437	SRX2878026	Drosophila melanogaster	FBsp00000001	adult	genitalia	male	1	1	G	1
w1118_GE_m_r2	GSM2647318	SAMN07188436	SRX2878027	Drosophila melanogaster	FBsp00000001	adult	genitalia	male	2	1	G	2
w1118_GE_m_r3	GSM2647319	SAMN07188435	SRX2878028	Drosophila melanogaster	FBsp00000001	adult	genitalia	male	3	1	G	3
w1118_GO_f_r1	GSM2647320	SAMN07188434	SRX2878029	Drosophila melanogaster	FBsp00000001	adult	gonad	female	1	1	E	5
w1118_GO_f_r2	GSM2647321	SAMN07188433	SRX2878030	Drosophila melanogaster	FBsp00000001	adult	gonad	female	2	1	E	7
w1118_GO_f_r3	GSM2647322	SAMN07188432	SRX2878031	Drosophila melanogaster	FBsp00000001	adult	gonad	female	3	1	E	8
w1118_GO_m_r1	GSM2647323	SAMN07188431	SRX2878032	Drosophila melanogaster	FBsp00000001	adult	gonad	male	1	1	E	2
w1118_GO_m_r2	GSM2647324	SAMN07188335	SRX2878033	Drosophila melanogaster	FBsp00000001	adult	gonad	male	2	1	E	3
w1118_GO_m_r3	GSM2647325	SAMN07188334	SRX2878034	Drosophila melanogaster	FBsp00000001	adult	gonad	male	3	1	E	4
w1118_HD_f_r1	GSM2647326	SAMN07188333	SRX2878035	Drosophila melanogaster	FBsp00000001	adult	head	female	1	1	B	5
w1118_HD_f_r2	GSM2647327	SAMN07188332	SRX2878036	Drosophila melanogaster	FBsp00000001	adult	head	female	2	1	B	7
w1118_HD_f_r3	GSM2647328	SAMN07188409	SRX2878037	Drosophila melanogaster	FBsp00000001	adult	head	female	3	1	B	8
w1118_HD_m_r1	GSM2647329	SAMN07188408	SRX2878038	Drosophila melanogaster	FBsp00000001	adult	head	male	1	1	B	2
w1118_HD_m_r2	GSM2647330	SAMN07188403	SRX2878039	Drosophila melanogaster	FBsp00000001	adult	head	male	2	1	B	3
w1118_HD_m_r3	GSM2647331	SAMN07188402	SRX2878040	Drosophila melanogaster	FBsp00000001	adult	head	male	3	1	B	4
w1118_RE_f_r1	GSM2647332	SAMN07188401	SRX2878041	Drosophila melanogaster	FBsp00000001	adult	reproductive system without gonad and genitalia	female	1	1	F	5
w1118_RE_f_r2	GSM2647333	SAMN07188407	SRX2878042	Drosophila melanogaster	FBsp00000001	adult	reproductive system without gonad and genitalia	female	2	1	F	7
w1118_RE_f_r3	GSM2647334	SAMN07188406	SRX2878043	Drosophila melanogaster	FBsp00000001	adult	reproductive system without gonad and genitalia	female	3	1	F	8
w1118_RE_m_r1	GSM2647335	SAMN07188405	SRX2878044	Drosophila melanogaster	FBsp00000001	adult	reproductive system without gonad and genitalia	male	1	1	F	1
w1118_RE_m_r2	GSM2647336	SAMN07188404	SRX2878045	Drosophila melanogaster	FBsp00000001	adult	reproductive system without gonad and genitalia	male	2	1	F	2
w1118_RE_m_r3	GSM2647337	SAMN07188400	SRX2878046	Drosophila melanogaster	FBsp00000001	adult	reproductive system without gonad and genitalia	male	3	1	F	3
w1118_TX_f_r1	GSM2647338	SAMN07188399	SRX2878047	Drosophila melanogaster	FBsp00000001	adult	thorax without digestive system	female	1	1	C	6
w1118_TX_f_r2	GSM2647339	SAMN07188398	SRX2878048	Drosophila melanogaster	FBsp00000001	adult	thorax without digestive system	female	2	1	C	7
w1118_TX_f_r3	GSM2647340	SAMN07188397	SRX2878049	Drosophila melanogaster	FBsp00000001	adult	thorax without digestive system	female	3	1	C	8
w1118_TX_m_r1	GSM2647341	SAMN07188396	SRX2878050	Drosophila melanogaster	FBsp00000001	adult	thorax without digestive system	male	1	1	C	1
w1118_TX_m_r2	GSM2647342	SAMN07188395	SRX2878051	Drosophila melanogaster	FBsp00000001	adult	thorax without digestive system	male	2	1	C	3
w1118_TX_m_r3	GSM2647343	SAMN07188394	SRX2878052	Drosophila melanogaster	FBsp00000001	adult	thorax without digestive system	male	3	1	C	4
w1118_WB_f_r1	GSM2647344	SAMN07188393	SRX2878053	Drosophila melanogaster	FBsp00000001	adult	whole body	female	1	1	A	5
w1118_WB_f_r2	GSM2647345	SAMN07188392	SRX2878054	Drosophila melanogaster	FBsp00000001	adult	whole body	female	2	1	A	6
w1118_WB_f_r3	GSM2647346	SAMN07188391	SRX2878055	Drosophila melanogaster	FBsp00000001	adult	whole body	female	3	1	A	8
w1118_WB_m_r1	GSM2647347	SAMN07188390	SRX2878056	Drosophila melanogaster	FBsp00000001	adult	whole body	male	1	1	A	1
w1118_WB_m_r2	GSM2647348	SAMN07188389	SRX2878057	Drosophila melanogaster	FBsp00000001	adult	whole body	male	2	1	A	2
w1118_WB_m_r3	GSM2647349	SAMN07188388	SRX2878058	Drosophila melanogaster	FBsp00000001	adult	whole body	male	3	1	A	3
dana_AC_f_r4	GSM2817213	SAMN07795285	SRX3291622	Drosophila ananassae	FBsp00000052	adult	abdomen without digestive or reproductive system	female	4	2	E	11
dana_AC_m_r4	GSM2817214	SAMN07795284	SRX3291623	Drosophila ananassae	FBsp00000052	adult	abdomen without digestive or reproductive system	male	4	1	E	11
dana_DG_f_r4	GSM2817215	SAMN07795283	SRX3291624	Drosophila ananassae	FBsp00000052	adult	digestive plus excretory system	female	4	2	H	10
dana_DG_m_r4	GSM2817216	SAMN07795282	SRX3291625	Drosophila ananassae	FBsp00000052	adult	digestive plus excretory system	male	4	1	H	10
dana_GO_f_r4	GSM2817217	SAMN07795281	SRX3291626	Drosophila ananassae	FBsp00000052	adult	gonad	female	4	2	F	10
dana_GO_m_r4	GSM2817218	SAMN07795280	SRX3291627	Drosophila ananassae	FBsp00000052	adult	gonad	male	4	1	F	11
dana_HD_f_r4	GSM2817219	SAMN07795279	SRX3291628	Drosophila ananassae	FBsp00000052	adult	head	female	4	2	B	11
dana_HD_m_r4	GSM2817220	SAMN07795278	SRX3291629	Drosophila ananassae	FBsp00000052	adult	head	male	4	1	B	11
dana_RE_f_r4	GSM2817221	SAMN07795277	SRX3291630	Drosophila ananassae	FBsp00000052	adult	reproductive system without gonad	female	4	2	G	10
dana_RE_m_r4	GSM2817222	SAMN07795276	SRX3291631	Drosophila ananassae	FBsp00000052	adult	reproductive system without gonad	male	4	1	G	9
dana_TX_f_r4	GSM2817223	SAMN07795286	SRX3291632	Drosophila ananassae	FBsp00000052	adult	thorax without digestive system	female	4	2	D	12
dana_TX_m_r4	GSM2817224	SAMN07795287	SRX3291633	Drosophila ananassae	FBsp00000052	adult	thorax without digestive system	male	4	1	D	10
dana_WB_f_r4	GSM2817225	SAMN07795054	SRX3291634	Drosophila ananassae	FBsp00000052	adult	whole body	female	4	2	A	11
dana_WB_m_r4	GSM2817226	SAMN07795298	SRX3291635	Drosophila ananassae	FBsp00000052	adult	whole body	male	4	1	A	12
dmoj_AC_f_r4	GSM2817227	SAMN07795297	SRX3291636	Drosophila mojavensis	FBsp00000160	adult	abdomen without digestive or reproductive system	female	4	2	D	6
dmoj_AC_m_r4	GSM2817228	SAMN07795296	SRX3291637	Drosophila mojavensis	FBsp00000160	adult	abdomen without digestive or reproductive system	male	4	2	D	2
dmoj_DG_f_r4	GSM2817229	SAMN07795055	SRX3291638	Drosophila mojavensis	FBsp00000160	adult	digestive plus excretory system	female	4	2	H	7
dmoj_DG_m_r4	GSM2817230	SAMN07795057	SRX3291639	Drosophila mojavensis	FBsp00000160	adult	digestive plus excretory system	male	4	2	H	1
dmoj_GO_f_r4	GSM2817231	SAMN07795056	SRX3291640	Drosophila mojavensis	FBsp00000160	adult	gonad	female	4	2	E	7
dmoj_GO_m_r4	GSM2817232	SAMN07795295	SRX3291641	Drosophila mojavensis	FBsp00000160	adult	gonad	male	4	2	E	1
dmoj_HD_f_r4	GSM2817233	SAMN07795294	SRX3291642	Drosophila mojavensis	FBsp00000160	adult	head	female	4	2	B	8
dmoj_HD_m_r4	GSM2817234	SAMN07795293	SRX3291643	Drosophila mojavensis	FBsp00000160	adult	head	male	4	2	B	2
dmoj_RE_f_r4	GSM2817235	SAMN07795292	SRX3291644	Drosophila mojavensis	FBsp00000160	adult	reproductive system without gonad	female	4	2	F	7
dmoj_RE_m_r4	GSM2817236	SAMN07795291	SRX3291645	Drosophila mojavensis	FBsp00000160	adult	reproductive system without gonad	male	4	2	F	2
dmoj_TX_f_r4	GSM2817237	SAMN07795290	SRX3291646	Drosophila mojavensis	FBsp00000160	adult	thorax without digestive system	female	4	2	C	6
dmoj_TX_m_r4	GSM2817238	SAMN07795289	SRX3291647	Drosophila mojavensis	FBsp00000160	adult	thorax without digestive system	male	4	2	C	1
dmoj_WB_f_r4	GSM2817239	SAMN07795288	SRX3291648	Drosophila mojavensis	FBsp00000160	adult	whole body	female	4	2	A	6
dmoj_WB_m_r4	GSM2817240	SAMN07795071	SRX3291649	Drosophila mojavensis	FBsp00000160	adult	whole body	male	4	2	A	3
dper_AC_f_r4	GSM2817241	SAMN07795070	SRX3291650	Drosophila persimilis	FBsp00000188	adult	abdomen without digestive or reproductive system	female	4	2	D	6
dper_AC_m_r4	GSM2817242	SAMN07795069	SRX3291651	Drosophila persimilis	FBsp00000188	adult	abdomen without digestive or reproductive system	male	4	2	D	2
dper_DG_f_r4	GSM2817243	SAMN07795068	SRX3291652	Drosophila persimilis	FBsp00000188	adult	digestive plus excretory system	female	4	2	H	7
dper_DG_m_r4	GSM2817244	SAMN07795067	SRX3291653	Drosophila persimilis	FBsp00000188	adult	digestive plus excretory system	male	4	2	H	1
dper_GO_f_r4	GSM2817245	SAMN07795066	SRX3291654	Drosophila persimilis	FBsp00000188	adult	gonad	female	4	2	E	7
dper_GO_m_r4	GSM2817246	SAMN07795065	SRX3291655	Drosophila persimilis	FBsp00000188	adult	gonad	male	4	2	E	1
dper_HD_f_r4	GSM2817247	SAMN07795064	SRX3291656	Drosophila persimilis	FBsp00000188	adult	head	female	4	2	B	8
dper_HD_m_r4	GSM2817248	SAMN07795063	SRX3291657	Drosophila persimilis	FBsp00000188	adult	head	male	4	2	B	2
dper_RE_f_r4	GSM2817249	SAMN07795062	SRX3291658	Drosophila persimilis	FBsp00000188	adult	reproductive system without gonad	female	4	2	F	7
dper_RE_m_r4	GSM2817250	SAMN07795061	SRX3291659	Drosophila persimilis	FBsp00000188	adult	reproductive system without gonad	male	4	2	F	2
dper_TX_f_r4	GSM2817251	SAMN07795060	SRX3291660	Drosophila persimilis	FBsp00000188	adult	thorax without digestive system	female	4	2	C	6
dper_TX_m_r4	GSM2817252	SAMN07795059	SRX3291661	Drosophila persimilis	FBsp00000188	adult	thorax without digestive system	male	4	2	C	1
dper_WB_f_r4	GSM2817253	SAMN07795058	SRX3291662	Drosophila persimilis	FBsp00000188	adult	whole body	female	4	2	A	6
dper_WB_m_r4	GSM2817254	SAMN07795131	SRX3291663	Drosophila persimilis	FBsp00000188	adult	whole body	male	4	2	A	3
dpse_AC_f_r4	GSM2817255	SAMN07795130	SRX3291664	Drosophila pseudoobscura	FBsp00000201	adult	abdomen without digestive or reproductive system	female	4	1	D	8
dpse_AC_m_r4	GSM2817256	SAMN07795125	SRX3291665	Drosophila pseudoobscura	FBsp00000201	adult	abdomen without digestive or reproductive system	male	4	1	D	2
dpse_DG_f_r4	GSM2817257	SAMN07795124	SRX3291666	Drosophila pseudoobscura	FBsp00000201	adult	digestive plus excretory system	female	4	1	H	5
dpse_DG_m_r4	GSM2817258	SAMN07795123	SRX3291667	Drosophila pseudoobscura	FBsp00000201	adult	digestive plus excretory system	male	4	1	H	4
dpse_GO_f_r4	GSM2817259	SAMN07795122	SRX3291668	Drosophila pseudoobscura	FBsp00000201	adult	gonad	female	4	1	E	6
dpse_GO_m_r4	GSM2817260	SAMN07795129	SRX3291669	Drosophila pseudoobscura	FBsp00000201	adult	gonad	male	4	1	E	1
dpse_HD_f_r4	GSM2817261	SAMN07795128	SRX3291670	Drosophila pseudoobscura	FBsp00000201	adult	head	female	4	1	B	6
dpse_HD_m_r4	GSM2817262	SAMN07795127	SRX3291671	Drosophila pseudoobscura	FBsp00000201	adult	head	male	4	1	B	1
dpse_RE_f_r4	GSM2817263	SAMN07795126	SRX3291672	Drosophila pseudoobscura	FBsp00000201	adult	reproductive system without gonad	female	4	1	F	6
dpse_RE_m_r4	GSM2817264	SAMN07795121	SRX3291673	Drosophila pseudoobscura	FBsp00000201	adult	reproductive system without gonad	male	4	1	F	4
dpse_TX_f_r4	GSM2817265	SAMN07795120	SRX3291674	Drosophila pseudoobscura	FBsp00000201	adult	thorax without digestive system	female	4	1	C	5
dpse_TX_m_r4	GSM2817266	SAMN07795119	SRX3291675	Drosophila pseudoobscura	FBsp00000201	adult	thorax without digestive system	male	4	1	C	2
dpse_WB_f_r4	GSM2817267	SAMN07795118	SRX3291676	Drosophila pseudoobscura	FBsp00000201	adult	whole body	female	4	1	A	7
dpse_WB_m_r4	GSM2817268	SAMN07795117	SRX3291677	Drosophila pseudoobscura	FBsp00000201	adult	whole body	male	4	1	A	4
dvir_AC_f_r4	GSM2817269	SAMN07795116	SRX3291678	Drosophila virilis	FBsp00000251	adult	abdomen without digestive or reproductive system	female	4	1	D	8
dvir_AC_m_r4	GSM2817270	SAMN07795115	SRX3291679	Drosophila virilis	FBsp00000251	adult	abdomen without digestive or reproductive system	male	4	1	D	2
dvir_DG_f_r4	GSM2817271	SAMN07795114	SRX3291680	Drosophila virilis	FBsp00000251	adult	digestive plus excretory system	female	4	1	H	5
dvir_DG_m_r4	GSM2817272	SAMN07795113	SRX3291681	Drosophila virilis	FBsp00000251	adult	digestive plus excretory system	male	4	1	H	4
dvir_GO_f_r4	GSM2817273	SAMN07795112	SRX3291682	Drosophila virilis	FBsp00000251	adult	gonad	female	4	1	E	6
dvir_GO_m_r4	GSM2817274	SAMN07795111	SRX3291683	Drosophila virilis	FBsp00000251	adult	gonad	male	4	1	E	1
dvir_HD_f_r4	GSM2817275	SAMN07795110	SRX3291684	Drosophila virilis	FBsp00000251	adult	head	female	4	1	B	6
dvir_HD_m_r4	GSM2817276	SAMN07795109	SRX3291685	Drosophila virilis	FBsp00000251	adult	head	male	4	1	B	1
dvir_RE_f_r4	GSM2817277	SAMN07795108	SRX3291686	Drosophila virilis	FBsp00000251	adult	reproductive system without gonad	female	4	1	F	6
dvir_RE_m_r4	GSM2817278	SAMN07795107	SRX3291687	Drosophila virilis	FBsp00000251	adult	reproductive system without gonad	male	4	1	F	4
dvir_TX_f_r4	GSM2817279	SAMN07795106	SRX3291688	Drosophila virilis	FBsp00000251	adult	thorax without digestive system	female	4	1	C	5
dvir_TX_m_r4	GSM2817280	SAMN07795105	SRX3291689	Drosophila virilis	FBsp00000251	adult	thorax without digestive system	male	4	1	C	2
dvir_WB_f_r4	GSM2817281	SAMN07795104	SRX3291690	Drosophila virilis	FBsp00000251	adult	whole body	female	4	1	A	7
dvir_WB_m_r4	GSM2817282	SAMN07795103	SRX3291691	Drosophila virilis	FBsp00000251	adult	whole body	male	4	1	A	4
dwil_AC_f_r4	GSM2817283	SAMN07795102	SRX3291692	Drosophila willistoni	FBsp00000253	adult	abdomen without digestive or reproductive system	female	4	2	E	11
dwil_AC_m_r4	GSM2817284	SAMN07795053	SRX3291693	Drosophila willistoni	FBsp00000253	adult	abdomen without digestive or reproductive system	male	4	1	E	11
dwil_DG_f_r4	GSM2817285	SAMN07795052	SRX3291694	Drosophila willistoni	FBsp00000253	adult	digestive plus excretory system	female	4	2	H	10
dwil_DG_m_r4	GSM2817286	SAMN07795159	SRX3291695	Drosophila willistoni	FBsp00000253	adult	digestive plus excretory system	male	4	1	H	10
dwil_GO_f_r4	GSM2817287	SAMN07795158	SRX3291696	Drosophila willistoni	FBsp00000253	adult	gonad	female	4	2	F	10
dwil_GO_m_r4	GSM2817288	SAMN07795157	SRX3291697	Drosophila willistoni	FBsp00000253	adult	gonad	male	4	1	F	11
dwil_HD_f_r4	GSM2817289	SAMN07795156	SRX3291698	Drosophila willistoni	FBsp00000253	adult	head	female	4	2	B	11
dwil_HD_m_r4	GSM2817290	SAMN07795155	SRX3291699	Drosophila willistoni	FBsp00000253	adult	head	male	4	1	B	11
dwil_RE_f_r4	GSM2817291	SAMN07795154	SRX3291700	Drosophila willistoni	FBsp00000253	adult	reproductive system without gonad	female	4	2	G	10
dwil_RE_m_r4	GSM2817292	SAMN07795153	SRX3291701	Drosophila willistoni	FBsp00000253	adult	reproductive system without gonad	male	4	1	G	9
dwil_TX_f_r4	GSM2817293	SAMN07795152	SRX3291702	Drosophila willistoni	FBsp00000253	adult	thorax without digestive system	female	4	2	D	12
dwil_TX_m_r4	GSM2817294	SAMN07795151	SRX3291703	Drosophila willistoni	FBsp00000253	adult	thorax without digestive system	male	4	1	D	10
dwil_WB_f_r4	GSM2817295	SAMN07795150	SRX3291704	Drosophila willistoni	FBsp00000253	adult	whole body	female	4	2	A	11
dwil_WB_m_r4	GSM2817296	SAMN07795149	SRX3291705	Drosophila willistoni	FBsp00000253	adult	whole body	male	4	1	A	12
dyak_AC_f_r4	GSM2817297	SAMN07795148	SRX3291706	Drosophila yakuba	FBsp00000254	adult	abdomen without digestive or reproductive system	female	4	2	E	11
dyak_AC_m_r4	GSM2817298	SAMN07795147	SRX3291707	Drosophila yakuba	FBsp00000254	adult	abdomen without digestive or reproductive system	male	4	1	E	11
dyak_DG_f_r4	GSM2817299	SAMN07795146	SRX3291708	Drosophila yakuba	FBsp00000254	adult	digestive plus excretory system	female	4	2	H	10
dyak_DG_m_r4	GSM2817300	SAMN07795145	SRX3291709	Drosophila yakuba	FBsp00000254	adult	digestive plus excretory system	male	4	1	H	10
dyak_GO_f_r4	GSM2817301	SAMN07795144	SRX3291710	Drosophila yakuba	FBsp00000254	adult	gonad	female	4	2	F	10
dyak_GO_m_r4	GSM2817302	SAMN07795143	SRX3291711	Drosophila yakuba	FBsp00000254	adult	gonad	male	4	1	F	11
dyak_HD_f_r4	GSM2817303	SAMN07795142	SRX3291712	Drosophila yakuba	FBsp00000254	adult	head	female	4	2	B	11
dyak_HD_m_r4	GSM2817304	SAMN07795141	SRX3291713	Drosophila yakuba	FBsp00000254	adult	head	male	4	1	B	11
dyak_RE_f_r4	GSM2817305	SAMN07795140	SRX3291714	Drosophila yakuba	FBsp00000254	adult	reproductive system without gonad	female	4	2	G	10
dyak_RE_m_r4	GSM2817306	SAMN07795139	SRX3291715	Drosophila yakuba	FBsp00000254	adult	reproductive system without gonad	male	4	1	G	9
dyak_TX_f_r4	GSM2817307	SAMN07795138	SRX3291716	Drosophila yakuba	FBsp00000254	adult	thorax without digestive system	female	4	2	D	12
dyak_TX_m_r4	GSM2817308	SAMN07795137	SRX3291717	Drosophila yakuba	FBsp00000254	adult	thorax without digestive system	male	4	1	D	10
dyak_WB_f_r4	GSM2817309	SAMN07795136	SRX3291718	Drosophila yakuba	FBsp00000254	adult	whole body	female	4	2	A	11
dyak_WB_m_r4	GSM2817310	SAMN07795135	SRX3291719	Drosophila yakuba	FBsp00000254	adult	whole body	male	4	1	A	12
orgR_AC_f_r4	GSM2817311	SAMN07795134	SRX3291720	Drosophila melanogaster	FBsp00000001	adult	abdomen without digestive or reproductive system	female	4	2	D	6
orgR_AC_m_r4	GSM2817312	SAMN07795133	SRX3291721	Drosophila melanogaster	FBsp00000001	adult	abdomen without digestive or reproductive system	male	4	2	D	2
orgR_DG_f_r4	GSM2817313	SAMN07795132	SRX3291722	Drosophila melanogaster	FBsp00000001	adult	digestive plus excretory system	female	4	2	H	7
orgR_DG_m_r4	GSM2817314	SAMN07795101	SRX3291723	Drosophila melanogaster	FBsp00000001	adult	digestive plus excretory system	male	4	2	H	1
orgR_GE_f_r4	GSM2817315	SAMN07795100	SRX3291724	Drosophila melanogaster	FBsp00000001	adult	genitalia	female	4	2	G	5
orgR_GE_m_r4	GSM2817316	SAMN07795099	SRX3291725	Drosophila melanogaster	FBsp00000001	adult	genitalia	male	4	2	G	1
orgR_GO_f_r4	GSM2817317	SAMN07795098	SRX3291726	Drosophila melanogaster	FBsp00000001	adult	gonad	female	4	2	E	7
orgR_GO_m_r4	GSM2817318	SAMN07795097	SRX3291727	Drosophila melanogaster	FBsp00000001	adult	gonad	male	4	2	E	1
orgR_HD_f_r4	GSM2817319	SAMN07795096	SRX3291728	Drosophila melanogaster	FBsp00000001	adult	head	female	4	2	B	8
orgR_HD_m_r4	GSM2817320	SAMN07795095	SRX3291729	Drosophila melanogaster	FBsp00000001	adult	head	male	4	2	B	2
orgR_RE_f_r4	GSM2817321	SAMN07795094	SRX3291730	Drosophila melanogaster	FBsp00000001	adult	reproductive system without gonad and genitalia	female	4	2	F	7
orgR_RE_m_r4	GSM2817322	SAMN07795093	SRX3291731	Drosophila melanogaster	FBsp00000001	adult	reproductive system without gonad and genitalia	male	4	2	F	2
orgR_TX_f_r4	GSM2817323	SAMN07795092	SRX3291732	Drosophila melanogaster	FBsp00000001	adult	thorax without digestive system	female	4	2	C	6
orgR_TX_m_r4	GSM2817324	SAMN07795091	SRX3291733	Drosophila melanogaster	FBsp00000001	adult	thorax without digestive system	male	4	2	C	1
orgR_WB_f_r4	GSM2817325	SAMN07795090	SRX3291734	Drosophila melanogaster	FBsp00000001	adult	whole body	female	4	2	A	6
orgR_WB_m_r4	GSM2817326	SAMN07795089	SRX3291735	Drosophila melanogaster	FBsp00000001	adult	whole body	male	4	2	A	3
w1118_AC_f_r4	GSM2817327	SAMN07795088	SRX3291736	Drosophila melanogaster	FBsp00000001	adult	abdomen without digestive or reproductive system	female	4	1	D	8
w1118_AC_m_r4	GSM2817328	SAMN07795087	SRX3291737	Drosophila melanogaster	FBsp00000001	adult	abdomen without digestive or reproductive system	male	4	1	D	2
w1118_DG_f_r4	GSM2817329	SAMN07795086	SRX3291738	Drosophila melanogaster	FBsp00000001	adult	digestive plus excretory system	female	4	1	H	5
w1118_DG_m_r4	GSM2817330	SAMN07795085	SRX3291739	Drosophila melanogaster	FBsp00000001	adult	digestive plus excretory system	male	4	1	H	4
w1118_GE_f_r4	GSM2817331	SAMN07795084	SRX3291740	Drosophila melanogaster	FBsp00000001	adult	genitalia	female	4	1	G	7
w1118_GE_m_r4	GSM2817332	SAMN07795083	SRX3291741	Drosophila melanogaster	FBsp00000001	adult	genitalia	male	4	1	G	4
w1118_GO_f_r4	GSM2817333	SAMN07795082	SRX3291742	Drosophila melanogaster	FBsp00000001	adult	gonad	female	4	1	E	6
w1118_GO_m_r4	GSM2817334	SAMN07795081	SRX3291743	Drosophila melanogaster	FBsp00000001	adult	gonad	male	4	1	E	1
w1118_HD_f_r4	GSM2817335	SAMN07795080	SRX3291744	Drosophila melanogaster	FBsp00000001	adult	head	female	4	1	B	6
w1118_HD_m_r4	GSM2817336	SAMN07795079	SRX3291745	Drosophila melanogaster	FBsp00000001	adult	head	male	4	1	B	1
w1118_RE_f_r4	GSM2817337	SAMN07795078	SRX3291746	Drosophila melanogaster	FBsp00000001	adult	reproductive system without gonad and genitalia	female	4	1	F	6
w1118_RE_m_r4	GSM2817338	SAMN07795077	SRX3291747	Drosophila melanogaster	FBsp00000001	adult	reproductive system without gonad and genitalia	male	4	1	F	4
w1118_TX_f_r4	GSM2817339	SAMN07795076	SRX3291748	Drosophila melanogaster	FBsp00000001	adult	thorax without digestive system	female	4	1	C	5
w1118_TX_m_r4	GSM2817340	SAMN07795075	SRX3291749	Drosophila melanogaster	FBsp00000001	adult	thorax without digestive system	male	4	1	C	2
w1118_WB_f_r4	GSM2817341	SAMN07795074	SRX3291750	Drosophila melanogaster	FBsp00000001	adult	whole body	female	4	1	A	7
w1118_WB_m_r4	GSM2817342	SAMN07795073	SRX3291751	Drosophila melanogaster	FBsp00000001	adult	whole body	male	4	1	A	4
